selector,method,memory_bin,n,success,median_rmsd,pb_valid_all,mean_memory_score,official_success,delta_vs_official
nested_pair_rank_structure_antimemory_low_success,boltz,all,670,0.608955223880597,1.2693835496902466,0.5417910447761194,0.6783334080593708,0.6244975671673366,-0.015542343286739646
nested_pair_rank_structure_antimemory_low_success,boltz1x,all,666,0.6156156156156156,1.166130781173706,0.9219219219219219,0.6806378204447932,0.6244975671673366,-0.008881951551721001
nested_pair_rank_structure_antimemory_low_success,boltz2,all,630,0.6984126984126984,0.9397163987159728,1.0,0.6841840339121723,0.6244975671673366,0.07391513124536175
nested_pair_rank_structure_antimemory_low_success,chai,all,680,0.5897058823529412,1.1583344340324402,0.7132352941176471,0.6741812664284048,0.6244975671673366,-0.03479168481439543
nested_pair_rank_structure_antimemory_low_success,protenix,all,687,0.5909752547307132,1.2028934955596924,0.6652110625909753,0.6706706303400384,0.6244975671673366,-0.0335223124366234
fusion_rank_confidence,af3,all,697,0.7345767575322812,0.7165477275848389,0.9985652797704447,0.6663423794024945,0.6244975671673366,0.11007919036494462
fusion_rank_confidence,af3_no_template,all,697,0.7560975609756098,0.7370813488960266,0.994261119081779,0.6664652641409265,0.6244975671673366,0.13159999380827314
fusion_rank_confidence,boltz,all,670,0.655223880597015,0.9989336729049683,0.9895522388059701,0.6783334080593707,0.6244975671673366,0.030726313429678354
fusion_rank_confidence,boltz1x,all,666,0.6591591591591591,0.9703080654144287,0.9954954954954955,0.6806378204447932,0.6244975671673366,0.034661591991822505
fusion_rank_confidence,boltz2,all,630,0.7603174603174603,0.755438357591629,1.0,0.6841840339121722,0.6244975671673366,0.13581989315012366
fusion_rank_confidence,chai,all,680,0.6691176470588235,0.908828616142273,0.9985294117647059,0.6741812664284047,0.6244975671673366,0.044620079891486863
fusion_rank_confidence,protenix,all,687,0.6666666666666666,0.8713347911834717,0.9985443959243085,0.6706706303400384,0.6244975671673366,0.04216909949933001
fusion_rank_confidence_structure,af3,all,697,0.7388809182209469,0.7285666465759277,0.9971305595408895,0.6663423794024945,0.6244975671673366,0.1143833510536103
fusion_rank_confidence_structure,af3_no_template,all,697,0.7546628407460545,0.7353965044021606,0.9971305595408895,0.6664652641409265,0.6244975671673366,0.13016527357871788
fusion_rank_confidence_structure,boltz,all,670,0.6626865671641791,0.9731750190258026,0.9955223880597015,0.6783334080593707,0.6244975671673366,0.03818899999684244
fusion_rank_confidence_structure,boltz1x,all,666,0.6561561561561562,0.965120792388916,0.9954954954954955,0.6806378204447932,0.6244975671673366,0.03165858898881957
fusion_rank_confidence_structure,boltz2,all,630,0.7634920634920634,0.7524321675300598,1.0,0.6841840339121722,0.6244975671673366,0.13899449632472682
fusion_rank_confidence_structure,chai,all,680,0.6676470588235294,0.915334939956665,0.9985294117647059,0.6741812664284047,0.6244975671673366,0.04314949165619275
fusion_rank_confidence_structure,protenix,all,687,0.6622998544395924,0.8805158138275146,0.9970887918486172,0.6706706303400384,0.6244975671673366,0.03780228727225576
fusion_rank_confidence_structure_memory,af3,all,697,0.7388809182209469,0.7553877830505371,0.9985652797704447,0.6663423794024945,0.6244975671673366,0.1143833510536103
fusion_rank_confidence_structure_memory,af3_no_template,all,697,0.7589670014347202,0.7478856444358826,0.9956958393113343,0.6664652641409265,0.6244975671673366,0.13446943426738356
fusion_rank_confidence_structure_memory,boltz,all,670,0.6611940298507463,0.9986804723739624,0.9955223880597015,0.6783334080593707,0.6244975671673366,0.03669646268340965
fusion_rank_confidence_structure_memory,boltz1x,all,666,0.6606606606606606,0.9685862064361572,0.9954954954954955,0.6806378204447932,0.6244975671673366,0.03616309349332403
fusion_rank_confidence_structure_memory,boltz2,all,630,0.765079365079365,0.7458240985870361,1.0,0.6841840339121722,0.6244975671673366,0.1405817979120284
fusion_rank_confidence_structure_memory,chai,all,680,0.6676470588235294,0.9130485355854034,0.9955882352941177,0.6741812664284047,0.6244975671673366,0.04314949165619275
fusion_rank_confidence_structure_memory,protenix,all,687,0.6564774381368268,0.8872469067573547,1.0,0.6706706303400384,0.6244975671673366,0.031979870969490176
fusion_rank_confidence_structure_physics,af3,all,697,0.7388809182209469,0.7285666465759277,0.9971305595408895,0.6663423794024945,0.6244975671673366,0.1143833510536103
fusion_rank_confidence_structure_physics,af3_no_template,all,697,0.7546628407460545,0.7353965044021606,0.9971305595408895,0.6664652641409265,0.6244975671673366,0.13016527357871788
fusion_rank_confidence_structure_physics,boltz,all,670,0.6626865671641791,0.9731750190258026,0.9955223880597015,0.6783334080593707,0.6244975671673366,0.03818899999684244
fusion_rank_confidence_structure_physics,boltz1x,all,666,0.6561561561561562,0.965120792388916,0.9954954954954955,0.6806378204447932,0.6244975671673366,0.03165858898881957
