dataset,mol_id,tag,status,metric_status,prediction_cif,model_idx,symmetry_pocket_rmsd,symmetry_method,score_npz,chai_aggregate_score,chai_ptm,chai_iptm,chai_has_inter_chain_clashes,pocket_cutoff_a,pred_ligand_heavy_atoms,native_ligand_heavy_atoms,pocket_matched_ca,pocket_matched_residues_preview,n_samples_eval,score_ranked_prediction_cif,score_ranked_model_idx,score_ranked_symmetry_pocket_rmsd,score_ranked_symmetry_method,score_ranked_score_npz,score_ranked_chai_aggregate_score,score_ranked_chai_ptm,score_ranked_chai_iptm,score_ranked_chai_has_inter_chain_clashes,score_ranked_pocket_cutoff_a,score_ranked_pred_ligand_heavy_atoms,score_ranked_native_ligand_heavy_atoms,score_ranked_pocket_matched_ca,score_ranked_pocket_matched_residues_preview,score_ranked_pocket_ca_rmsd_after_fit,score_ranked_symmetry_success_2a,oracle_best_symmetry_pocket_rmsd,oracle_best_symmetry_success_2a,oracle_best_model_idx,exception_type
astex_diverse,1U1C_BAU,oracle_pocket_crop_s5_t200,ok,no_valid_symmetry_rmsd,results/posebench_702_predictions/chai1_gpu/astex_diverse/1U1C_BAU/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,,pred_atom_count_mismatch,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1U1C_BAU/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.7661424279212952,0.8638261556625366,0.7417214512825012,False,10.0,20.0,20.0,0.0,,5.0,,,,,,,,,,,,,,,,,,,,
dockgen,1pj2_1_FUM_0,oracle_pocket_crop_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
dockgen,1pj4_1_FUM_1,oracle_pocket_crop_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
dockgen,1v97_1_MTE_1,oracle_pocket_crop_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
dockgen,3uni_1_SAL_0,oracle_pocket_crop_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
dockgen,4bc9_1_CNV-FAD_0,oracle_pocket_crop_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
dockgen,4tvd_1_BGC_4,oracle_pocket_crop_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
dockgen,4tvd_1_GLC_0,oracle_pocket_crop_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
dockgen,5dnc_1_ASN_2,oracle_pocket_crop_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
dockgen,6nco_1_KQP_0,oracle_pocket_crop_s5_t200,ok,no_valid_symmetry_rmsd,results/posebench_702_predictions/chai1_gpu/dockgen/6nco_1_KQP_0/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,,pred_atom_count_mismatch,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/6nco_1_KQP_0/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.07918660342693329,0.39593300223350525,0.0,False,10.0,0.0,24.0,,,5.0,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,6TW5_9M2,oracle_pocket_crop_s5_t200,ok,no_valid_symmetry_rmsd,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6TW5_9M2/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,,pred_atom_count_mismatch,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6TW5_9M2/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.8451294302940369,0.9223867058753967,0.8258150815963745,False,10.0,31.0,31.0,0.0,,5.0,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,6XHT_V2V,oracle_pocket_crop_s5_t200,ok,no_valid_symmetry_rmsd,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6XHT_V2V/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,,pred_atom_count_mismatch,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6XHT_V2V/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.5860073566436768,0.6811127662658691,0.5622310042381287,False,10.0,34.0,34.0,0.0,,5.0,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7A9H_TPP,oracle_pocket_crop_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,7B2C_TP7,oracle_pocket_crop_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,7CIJ_G0C,oracle_pocket_crop_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,7CNQ_G8X,oracle_pocket_crop_s5_t200,ok,ok,,,,,,,,,,,,,,,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7CNQ_G8X/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_2.cif,2.0,0.6225901386811102,canonical_symmetry_classes:exact=9;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7CNQ_G8X/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_2.npz,0.6500166058540344,0.9375506043434143,0.5781331062316895,False,10.0,9.0,9.0,74.0,"A:519:2.53,A:282:2.64,A:192:2.73,A:281:2.75,A:61:2.90,A:60:3.00,A:59:3.46,A:24:3.78,A:499:3.82,A:222:4.03,A:195:4.06,A:58:4.86",1.1105702131508792,True,0.2561036463134983,True,0.0,
posebusters_benchmark,7D6O_MTE,oracle_pocket_crop_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,7ECR_SIN,oracle_pocket_crop_s5_t200,ok,ok,,,,,,,,,,,,,,,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7ECR_SIN/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_2.cif,2.0,1.7427069292747759,canonical_symmetry_classes:exact=4;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7ECR_SIN/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_2.npz,0.7869154214859009,0.8722143173217773,0.7655906677246094,False,10.0,8.0,8.0,72.0,"B:385:2.41,B:113:2.63,B:77:2.66,B:79:2.77,B:192:2.87,B:98:3.17,B:101:3.22,B:151:3.36,B:378:3.59,B:78:3.64,B:382:3.69,B:180:3.91",0.4578239215163417,True,1.180693307904246,True,4.0,
posebusters_benchmark,7FRX_O88,oracle_pocket_crop_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,7K0V_VQP,oracle_pocket_crop_s5_t200,ok,ok,,,,,,,,,,,,,,,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7K0V_VQP/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_4.cif,4.0,0.8640694801999476,canonical_symmetry_classes:exact=30;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7K0V_VQP/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_4.npz,0.8414745330810547,0.8895982503890991,0.8294435739517212,False,10.0,32.0,32.0,82.0,"B:145:2.81,B:52:2.84,B:83:3.00,B:56:3.15,B:78:3.16,B:80:3.27,B:148:3.29,B:65:3.34,B:32:3.36,B:146:3.45,B:81:3.45,B:82:3.50",3.9203312887160626,True,0.7435227330048337,True,3.0,
posebusters_benchmark,7KB1_WBJ,oracle_pocket_crop_s5_t200,ok,ok,,,,,,,,,,,,,,,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7KB1_WBJ/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,0.8326141639537992,canonical_symmetry_classes:exact=21;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7KB1_WBJ/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.8929200172424316,0.9364065527915955,0.8820483684539795,False,10.0,22.0,22.0,89.0,"A:56:2.41,B:403:2.63,A:58:2.71,B:207:2.78,B:205:2.80,B:184:2.83,B:159:2.88,B:86:2.91,B:87:3.05,B:208:3.11,B:368:3.27,B:111:3.37",0.4065096492614332,True,0.36895611485636465,True,3.0,
posebusters_benchmark,7KRU_ATP,oracle_pocket_crop_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,7L00_XCJ,oracle_pocket_crop_s5_t200,ok,ok,,,,,,,,,,,,,,,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7L00_XCJ/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_1.cif,1.0,33.36127649808587,canonical_symmetry_classes:exact=24;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7L00_XCJ/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_1.npz,0.895514726638794,0.9363119006156921,0.8853154182434082,False,10.0,27.0,27.0,82.0,"A:143:3.05,A:95:3.05,A:96:3.26,A:94:3.31,A:44:3.33,A:70:3.43,A:136:3.44,A:115:3.45,A:260:3.47,A:20:3.49,A:43:3.57,A:275:3.60",0.695240438470292,False,32.760842946157496,False,0.0,
posebusters_benchmark,7LJN_GTP,oracle_pocket_crop_s5_t200,ok,no_valid_symmetry_rmsd,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7LJN_GTP/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,,pred_atom_count_mismatch,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7LJN_GTP/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.8023016452789307,0.8912087678909302,0.7800747752189636,False,10.0,32.0,32.0,0.0,,5.0,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7LOU_IFM,oracle_pocket_crop_s5_t200,ok,no_valid_symmetry_rmsd,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7LOU_IFM/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,,pred_atom_count_mismatch,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7LOU_IFM/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.36279839277267456,0.8369053602218628,0.2442716509103775,False,10.0,10.0,10.0,0.0,,5.0,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7M31_TDR,oracle_pocket_crop_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,7MFP_Z7P,oracle_pocket_crop_s5_t200,ok,no_valid_symmetry_rmsd,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7MFP_Z7P/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,,pred_atom_count_mismatch,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7MFP_Z7P/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.8966670036315918,0.9403948187828064,0.885735034942627,False,10.0,50.0,50.0,0.0,,5.0,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7MGY_ZD1,oracle_pocket_crop_s5_t200,ok,ok,,,,,,,,,,,,,,,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7MGY_ZD1/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,1.0569922741141309,canonical_symmetry_classes:exact=23;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7MGY_ZD1/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.717562198638916,0.9128063917160034,0.6687511205673218,False,10.0,23.0,23.0,78.0,"A:408:2.60,A:520:2.62,A:379:2.64,A:344:2.71,A:264:2.76,A:309:2.77,A:249:2.77,A:465:2.79,A:380:2.84,A:519:2.86,A:253:3.14,A:266:3.23",0.5900408782731176,True,0.9620843438782917,True,4.0,
posebusters_benchmark,7NF0_BYN,oracle_pocket_crop_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,7OP9_06K,oracle_pocket_crop_s5_t200,ok,no_valid_symmetry_rmsd,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7OP9_06K/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,,pred_atom_count_mismatch,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7OP9_06K/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.8689099550247192,0.9295800924301147,0.8537424206733704,False,10.0,11.0,11.0,0.0,,5.0,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7OPG_06N,oracle_pocket_crop_s5_t200,ok,ok,,,,,,,,,,,,,,,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7OPG_06N/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_2.cif,2.0,4.986131181078264,canonical_symmetry_classes:exact=17;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7OPG_06N/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_2.npz,0.8855749368667603,0.959587812423706,0.8670716285705566,False,10.0,19.0,19.0,65.0,"A:45:2.94,A:98:2.95,A:149:3.37,A:96:3.37,A:95:3.39,A:43:3.49,A:23:3.60,A:146:3.62,A:97:3.65,A:179:3.73,A:178:3.75,A:147:3.78",0.3198526764459272,False,4.948219459521823,False,1.0,
posebusters_benchmark,7OU8_1XI,oracle_pocket_crop_s5_t200,ok,no_valid_symmetry_rmsd,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7OU8_1XI/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,,pred_atom_count_mismatch,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7OU8_1XI/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.778941810131073,0.8890830874443054,0.7514064311981201,False,10.0,23.0,23.0,0.0,,5.0,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7PT3_3KK,oracle_pocket_crop_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,7PUV_84Z,oracle_pocket_crop_s5_t200,ok,ok,,,,,,,,,,,,,,,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7PUV_84Z/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_2.cif,2.0,0.6518227315435967,canonical_symmetry_classes:exact=20;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7PUV_84Z/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_2.npz,0.9186328649520874,0.9684606790542603,0.9061758518218994,False,10.0,24.0,24.0,74.0,"A:195:2.78,A:196:3.11,A:114:3.12,A:90:3.12,A:88:3.16,A:86:3.22,A:205:3.23,A:138:3.39,A:194:3.44,A:197:3.50,A:130:3.64,A:198:3.73",0.2517508851494168,True,0.6462145023684168,True,1.0,
posebusters_benchmark,7Q25_8J9,oracle_pocket_crop_s5_t200,ok,no_valid_symmetry_rmsd,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7Q25_8J9/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,,pred_atom_count_mismatch,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7Q25_8J9/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.8559792041778564,0.9458638429641724,0.8335080742835999,False,10.0,33.0,33.0,0.0,,5.0,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7QHL_D5P,oracle_pocket_crop_s5_t200,ok,ok,,,,,,,,,,,,,,,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7QHL_D5P/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,0.7701196498352068,canonical_symmetry_classes:exact=27;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7QHL_D5P/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.9020085334777832,0.9467098712921143,0.8908331990242004,False,10.0,30.0,30.0,56.0,"A:121:2.67,A:73:2.79,A:71:2.83,A:76:3.03,A:9:3.15,A:74:3.34,A:26:3.37,A:7:3.47,A:70:3.59,A:124:3.62,A:13:3.68,A:75:3.73",0.3164747381903374,True,0.2060638367142079,True,2.0,
posebusters_benchmark,7QSW_CAP,oracle_pocket_crop_s5_t200,ok,ok,,,,,,,,,,,,,,,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7QSW_CAP/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_3.cif,3.0,6.620499250366376,canonical_symmetry_classes:exact=19;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7QSW_CAP/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_3.npz,0.42688053846359253,0.8849707841873169,0.31235796213150024,False,10.0,21.0,21.0,70.0,"A:314:2.74,A:391:2.76,A:165:2.80,A:161:2.81,A:366:2.81,A:282:2.83,A:368:2.84,A:390:2.84,A:321:2.86,A:281:2.91,A:191:2.95,A:163:3.00",0.9668340771831611,False,1.304975210278564,True,0.0,
posebusters_benchmark,7R6J_2I7,oracle_pocket_crop_s5_t200,ok,no_valid_symmetry_rmsd,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7R6J_2I7/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,,pred_atom_count_mismatch,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7R6J_2I7/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.7740514874458313,0.9403079748153687,0.7324873805046082,False,10.0,33.0,33.0,0.0,,5.0,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7RSV_7IQ,oracle_pocket_crop_s5_t200,ok,no_valid_symmetry_rmsd,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7RSV_7IQ/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,,pred_atom_count_mismatch,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7RSV_7IQ/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.842192530632019,0.9395620822906494,0.8178501129150391,False,10.0,20.0,20.0,0.0,,5.0,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7SUC_COM,oracle_pocket_crop_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,7TB0_UD1,oracle_pocket_crop_s5_t200,ok,ok,,,,,,,,,,,,,,,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7TB0_UD1/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_3.cif,3.0,26.373228779225126,canonical_symmetry_classes:exact=39;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7TB0_UD1/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_3.npz,0.8132711052894592,0.8858058452606201,0.7951374053955078,False,10.0,39.0,39.0,94.0,"A:164:2.62,A:306:2.72,A:328:2.78,A:127:2.78,A:166:2.81,A:126:2.82,A:165:2.84,A:94:2.87,A:123:2.98,A:22:3.09,A:125:3.12,A:124:3.19",1.3461558123012562,False,26.05231630492071,False,4.0,
