selector,method,similarity_bin,n,success,median_rmsd,pb_valid_all,replacement_rate,eligible_rate
official_ranking,boltz,mid,300,0.48333333333333334,2.0907338857650757,0.49,0.0,1.0
official_ranking,boltz1x,all,666,0.6201201201201201,1.1631397008895874,0.9204204204204204,0.0,1.0
official_ranking,boltz1x,high,300,0.85,0.5457308888435364,0.9333333333333333,0.0,1.0
official_ranking,boltz1x,low,66,0.06060606060606061,7.1792778968811035,0.8181818181818182,0.0,1.0
official_ranking,boltz1x,mid,300,0.5133333333333333,1.9119031429290776,0.93,0.0,1.0
official_ranking,boltz2,all,630,0.6936507936507936,0.9397163987159728,,0.0,1.0
official_ranking,boltz2,high,300,0.91,0.43619489669799805,,0.0,1.0
official_ranking,boltz2,low,31,0.06451612903225806,8.908732414245605,,0.0,1.0
official_ranking,boltz2,mid,299,0.5418060200668896,1.7600971460342407,,0.0,1.0
official_ranking,chai,all,680,0.5926470588235294,1.1785191297531128,0.6867647058823529,0.0,1.0
official_ranking,chai,high,300,0.8733333333333333,0.4541986435651779,0.8166666666666667,0.0,1.0
official_ranking,chai,low,80,0.2125,9.581171989440918,0.5,0.0,1.0
official_ranking,chai,mid,300,0.41333333333333333,2.505332827568054,0.6066666666666667,0.0,1.0
official_ranking,protenix,all,687,0.5836972343522562,1.206549048423767,0.636098981077147,0.0,1.0
official_ranking,protenix,high,300,0.91,0.4405972957611084,0.7333333333333333,0.0,1.0
official_ranking,protenix,low,87,0.10344827586206896,12.181598663330078,0.39080459770114945,0.0,1.0
official_ranking,protenix,mid,300,0.39666666666666667,2.7204418182373047,0.61,0.0,1.0
oracle_min_rmsd,all_methods,all,4727,0.7141950497144066,0.7500402331352234,0.7729468599033816,1.0,1.0
oracle_min_rmsd,all_methods,high,2100,0.9395238095238095,0.3342788368463516,0.9102564102564102,1.0,1.0
oracle_min_rmsd,all_methods,low,528,0.23106060606060605,5.001321315765381,0.68,1.0,1.0
oracle_min_rmsd,all_methods,mid,2099,0.6102906145783706,1.3267371654510498,0.6923076923076923,1.0,1.0
oracle_min_rmsd,af3,all,697,0.7546628407460545,0.633518397808075,0.7727272727272727,1.0,1.0
oracle_min_rmsd,af3,high,300,0.9733333333333334,0.26127198338508606,1.0,1.0,1.0
oracle_min_rmsd,af3,low,97,0.31958762886597936,4.353650093078613,0.6666666666666666,1.0,1.0
oracle_min_rmsd,af3,mid,300,0.6766666666666666,1.149610698223114,0.6363636363636364,1.0,1.0
oracle_min_rmsd,af3_no_template,all,697,0.7661406025824964,0.6139246821403503,0.7666666666666667,1.0,1.0
oracle_min_rmsd,af3_no_template,high,300,0.9833333333333333,0.2537378519773483,1.0,1.0,1.0
oracle_min_rmsd,af3_no_template,low,97,0.28865979381443296,4.001913070678711,0.6666666666666666,1.0,1.0
oracle_min_rmsd,af3_no_template,mid,300,0.7033333333333334,1.0336121320724487,0.5,1.0,1.0
oracle_min_rmsd,boltz,all,670,0.682089552238806,0.8665155172348022,0.6410256410256411,1.0,1.0
